title,author,description,categories,publisher,cover_image,store_url
มุมมองนักอ่านพระเจ้า เล่ม 15,sing N song,<ไจแกนโทมาคี> ซีนาริโอหลักที่มีระดับความยาก SSS+ และมีเนบิวลาใหญ่ <โอลิมปัส> เป็นเจ้าภาพ ทุกครั้งที่ซีนาริโอนี้เวียนมาถึง ยักษาจะถูกเรียกตัวมาให้เทพและวีรบุรุษเหยียบย่ำสังหารซ้ำ ๆ แต่ <ไจแกนโทมาคี> หนนี้กลับต่างออกไป เพราะคิมดกจาปลุกระดมยักษา ก่อสงครามเต็มรูปแบบอย่างแท้จริง!  เนบิวลาน้องใหม่ <คิมดกจาคอมพานี> ขอท้าทายเทวตำนาน ทว่าใครก็คาดคิดไม่ถึง…แม้แต่ตัวคิมดกจาเอง ว่าปลายทางของสงครามครั้งนี้จะเรียกตัวตนที่ไม่ควรสถิตลงมา และสร้างพายุผลกระทบความเป็นไปได้ ที่ทำเอาทุกชีวิตแทบวอดวาย!!,fantasy|action_adventure,Levon,/books/orv_15.jpg,https://surl.lu/ldtozx
มุมมองนักอ่านพระเจ้า เล่ม 16,sing N song,มหาเรื่องเล่า ได้รับรางวัลใหญ่ประจำปี แต่ปัญหาคือต้องจัดกลุ่มให้มันว่าจะเป็น ‘ความดี’ หรือ ‘ความชั่ว’ ซึ่งนั่นจะหมายถึงจุดยืนของ ทว่าหากเลือกข้างที่นี่ ตอนนี้ จะไปไม่ถึงฉากจบที่ #คิมดกจา ต้องการ  ในสถานการณ์ที่สมาชิกกลุ่มต้องสามัคคีกันอย่างที่สุด แต่ ยูจุงฮยอก กลับแหกคอกเพราะความจริงบางอย่างที่เจ้าตัวเพิ่งได้รู้  “นั่นคือ ‘คำพยากรณ์’ ของแก หรือเป็นข้อมูลที่ได้มาจากหนังสือเรื่อง ‘สามวิธีรอด’ กันแน่”  หมอนี่รู้เรื่องนี้ได้อย่างไร และรู้มากแค่ไหนกัน!!,fantasy|action_adventure,Levon,/books/orv_16.jpg,https://surl.lt/mccrpt
มุมมองนักอ่านพระเจ้า เล่ม 17,sing N song,『สามวิธีการเอาชีวิตรอดในโลกที่ล่มสลาย』 จากการตีความของ คิมดกจา นิยายเรื่องนี้มีตัวเอกอยู่สามคน หนึ่งคือผู้ย้อนกลับ ยูจุงฮยอก สองคือผู้หวนคืน จางฮายอง และสามคือ...ราชาของเหล่าผู้กลับชาติ  เพื่อช่วย ยูซังอา ให้ไม่ต้องตกเป็นสมบัติของ ‘เกาะของเหล่าผู้กลับชาติ’ คิมดกจาได้ทำข้อตกลง ขัดขวางมหาสงครามเทพและปีศาจ ไม่ให้แผ่ขยายเข้ามายังอาณาเขตปกครองของราชา  การตกลงเป็นไปด้วยดี แต่คิมดกจาในเวลานั้นไม่รู้เลยว่า สำหรับสมาชิกกลุ่มบางคนแล้ว กว่าจะได้พบกันอีกครั้ง… 「เวลาจะล่วงเลยผ่านไปนานถึงห้าสิบปี」,fantasy|action_adventure,Levon,/books/orv_17.jpg,https://surl.li/ggpohv
มุมมองนักอ่านพระเจ้า เล่ม 18,sing N song,ภารกิจของ <คิมดกจาคอมพานี> คือขัดขวางไม่ให้มหาสงครามเทพและปีศาจมีผลตัดสินชี้ขาด แม้การยืดเยื้อจะทำให้ ‘แต้มโกลาหล’ ยิ่งเพิ่มมากขึ้น แต่ก็เป็นการกดดันให้สองผู้นำของฝ่ายดีและฝ่ายร้ายยุติสงครามได้อย่างดี ถ้าไม่อยากให้ ‘วินาศ’ กันไปหมดทั้งโลก ทว่า…  [เขตพื้นที่สงครามดังกล่าวมีการตัดสินฝ่ายที่ได้รับชัยชนะแล้ว] [ทำการมอบบทลงโทษเสียชีวิตให้แก่ผู้เข้าร่วมที่ปราชัยในเขตพื้นที่สงคราม]  มีสมาชิกกลุ่มที่ทำภารกิจไม่สำเร็จ! จะใช่ ฮันซูยอง ที่ต้องต้านทัพกลุ่มดาวฝ่ายดีที่นำโดย <เอเดน> หรือเป็น จองฮีวอน กับ อีฮยอนซอง ที่เผชิญหน้าเหล่าราชาปีศาจทั้งหลายกัน,fantasy|action_adventure,Levon,/books/orv_18.jpg,https://surl.li/pdhrpk
มุมมองนักอ่านพระเจ้า เล่ม 19,sing N song,จอมวางแผนลับ ก็คือยูจุงฮยอก ปัญหาคือเป็นยูจุงฮยอกจาก ‘เส้นโลก’ ไหนกันล่ะ แล้วอีกฝ่ายกลายมาเป็นอุตรเทพได้อย่างไร สำคัญกว่านั้น…จับตัวคิมดกจา ไปเพื่อต้องการจะทำอะไรกันแน่  แม้จะยังไม่รู้คำตอบของคำถามทั้งหมด แต่อย่างน้อยคิมดกจาก็ได้รู้แล้วว่าอุตรเทพคือตัวตนแบบใด ซึ่งทำให้เขาเจ็บปวดใจ และนำมาสู่การทำสัญญาอันแสนอันตรายอีกครั้ง  เงื่อนไขการเคลียร์ : ช่วยให้เหล่า ‘อุตรเทพ’ ได้ปรากฏตัว ในมหาเรื่องเล่าหลักของ แต่จะต้องไม่ใช่การปรากฏตัวในฐานะ ‘อุตรเทพ’ แบบเดิมที่มีอยู่ กรณีล้มเหลว : คุณจะสูญเสียความทรงจำทั้งหมด และกลายเป็น ‘อุตรเทพ’,fantasy|action_adventure,Levon,/books/orv_19.jpg,https://surl.li/bwuopc
มุมมองนักอ่านพระเจ้า เล่ม 20,sing N song,อีกแค่ก้าวเดียวพวกคิมดกจาก็จะคว้าพระไตรปิฎกมาไว้ในมือได้แล้ว พร้อมกับตั๋วผ่านเข้าสู่ซีนาริโอสุดท้าย ทว่า ย่อมไม่ยอมให้เกิดเรื่องเช่นนั้น จึงเรียกระดมพลกลุ่มดาวจำนวนนับไม่ถ้วนในสังกัด เปิดศึก ‘มหาสงครามพิภพสวรรค์’ ขึ้นอีกครั้งเหนือแม่น้ำทงเทียน!  ว่าแต่เรื่องมาถึงขั้นนี้ สมาชิกกลุ่มจะรู้กันหรือยังนะว่าตัวเอกของ 『กลายเป็นซุนหงอคงที่เกษียณแล้วระดับ SSSSS』 ก็คือคิมดกจานั่นเอง,fantasy|action_adventure,Levon,/books/orv_20.jpg,https://surl.li/ucopzz
มุมมองนักอ่านพระเจ้า เล่ม 21,sing N song,ส้นโลกนี้กำลังจะล่มสลาย เหล่ากลุ่มดาวและสำนักงานได้ทอดทิ้งโลกใบนี้แล้ว แต่ไม่ใช่ ในเมื่อไม่มีวิธีพา ‘ทุกคน’ ไปยังซีนาริโอสุดท้ายด้วยกัน ก็มีแต่ต้องยืนหยัดรับมือภัยพิบัติการรุกรานที่นำโดย ‘ราชาอุตรเทพ’  「‘ดวงไฟมีชีพ’ ลอยขึ้นมาจากทางทิศตะวันออก」 「‘นายแห่งเกาะที่จมดิ่ง’ ภัยพิบัติแห่งโลกตะวันตก」 「‘ผู้ปกครองแห่งห้วงลึกที่ยิ่งใหญ่’ ผู้ปกครองแห่งเอกภพทางเหนือ」 「‘ราชาแห่งหัวใจสีเงิน’ ผู้ปกครองอันตรดาราแห่งทิศใต้」  เหล่าผู้คนที่ได้เห็น ‘บทสรุป’ ของรอบที่ 999 ได้มาเยือนเส้นโลกนี้แล้ว!,fantasy|action_adventure,Levon,/books/orv_21.jpg,https://surl.li/ypfuek
มุมมองนักอ่านพระเจ้า เล่ม 22,sing N song,คิมดกจากลายเป็นศัตรูของเรื่องราว ซ้ำยังถูกพวกมหาโทแกบีคอยปลุกปลั่นให้เขาดูเป็นคนชั่วร้าย ความช่วยเหลือจากจางฮายองทำให้ฮันซูยองสามารถสื่สารกับดกจาผ่านกำแพงแห่งการสื่อสารที่เป็นไปไม่ได้ ด้วยความช่วยเหลือจากบีฮยอง ในที่สุดดกจาและสมาชิกกลุ่มก็ถูกส่งเข้ามาในเรือลำสุดท้าย เขาตระหนักได้ว่าหากจะเอาชนะกลุ่มดาวเหล่านั้น ก็คงมีเพียงต้องหลุดพ้นจากโลกทัศน์ของเหล่ากลุ่มดาว หลังผ่านการปะทะอันดุเดือด ดกจากับสมาชิกกลุ่มก็มาถึงกำแพงสุดท้ายในที่สุด,fantasy|action_adventure,Levon,/books/orv_21.jpg,https://surl.lu/jsfccr
มุมมองนักอ่านพระเจ้า เล่ม 23,sing N song,"ความปรารถนาของคิมดกจาคือการเห็นทุกคนได้ใช้ชีวิตอย่างสงบสุข แต่เหล่าสมาชิกกลุ่ม โดยเฉพาะฮันซูยองกลับไม่อยากยอมรับความจริงที่ว่า คิมดกจาคนนั้นยังอยู่หลังกำแพงนั่น ด้วยความปรารถนาอันแรงกล้า ยูจุงฮยอกได้วิวัฒนาการจนได้รับอักขระ ‘ย้อนกลับกลุ่ม’ มา และตั้งใจพาทุกคนกลับไปที่รอบ 1,865 เพื่อพาคิมดกจากลับมา แต่กลับพบว่าทุกอย่างสายไปเสียแล้ว  สองปีต่อมา ฮันซูยองที่ได้พบกับยูจุงฮยอก ได้จุดประกายความหวังในการพาดกจากลับมาอีกครั้ง แม้ว่า 1% ที่ขาดไปนั้นยากจะถมให้เต็ม แต่ถ้าคิมดกจาได้อ่านมันขึ้นมาและจินตนาการถึงฉากจบที่นักเขียนไม่ได้เขียนล่ะ ด้านหลังประตูห้องคนไข้ของคิมดกจา จะมีอะไรรอพวกเขาอยู่กันแน่นะ",fantasy|action_adventure,Levon,/books/orv_22.jpg,https://surl.li/jzmpml
หวังทง องครักษ์เสื้อแพร เล่ม 1,เท่อเปี๋ยไป๋,"ชาตินี้ต้องตายเพราะโรคร้าย ทั้งๆ ที่กำลังประสบความสำเร็จในธุรกิจ! เขาไม่ยอม!! ชาติหน้าเขาจะต้องมีชีวิตที่รุ่งโรจน์กว่าผู้ใด…หวังทงย้อนเวลามาเกิดใหม่ในราชวงศ์หมิงพร้อมความทรงจำของมนุษย์ทำงานในศตวรรษที่ 21 และก็เป็นยุคสุดท้ายแห่งความรุ่งโรจน์ของราชวงศ์หมิง
หวังทงในฐานะ ‘องครักษ์เสื้อแพร’ จะนำความรู้สมัยใหม่ไปทำอะไรได้บ้าง นำไปสู่การเปลี่ยนแปลงอะไรในประวัติศาสตร์",fantasy|action_adventure,Levon,/books/wang_tong_1.jpg,https://surl.li/mjaqom
หวังทง องครักษ์เสื้อแพร เล่ม 2,เท่อเปี๋ยไป๋,ชีวิตก่อนต้องตายอยู่บนเตียงในโรงพยาบาลเพียงลำพังตั้งแต่ยังหนุ่ม ชีวิตนี้ได้เกิดใหม่อีกครั้งพร้อมความทรงจำจากยุคสมัยปัจจุบัน หากใช้คำพูดของคนโบราณคงเรียกว่า เกิดมาพร้อมพรสวรรค์และความเฉียบแหลม  แต่สำหรับตัว ‘หวังทง’ เองแล้ว นี่จะเรียกว่า ‘สูตรโกง’ เล็ก ๆ ก็ไม่ผิด  รัชสมัยว่านลี่แห่งต้าหมิง หวังทง ลูกหลานองครักษ์เสื้อแพรประสบกับจุดหักเหในชีวิต ทำให้หนทางสู่อำนาจวาสนาและความมั่งคั่งได้เปิดออกตรงหน้า  หนุ่มน้อยขอสาบานกับตัวเอง ชีวิตในครั้งนี้ของตนจะต้องไม่เรียบ ๆ ง่าย ๆ แต่เขาจะพยายามไต่ขึ้นไปให้สูงที่สุดเท่าที่โชคชะตาจะพาไปถึง!,fantasy|action_adventure,Levon,/books/wang_tong_2.jpg,https://surl.lu/ymassm
หวังทง องครักษ์เสื้อแพร เล่ม 3,เท่อเปี๋ยไป๋,ลานฝึกหู่เวยดำเนินไปด้วยดีเกินคาด ทุกวันฮ่องเต้ว่านลี่จะมาที่นี่ เพื่อร่วมฝึกฝนไปพร้อมกับเด็ก ๆ หนึ่งร้อยคน แน่นอนว่าหวังทงย่อมรั้งตำแหน่ง ‘พระสหายสนิท’ ที่สุดของฮ่องเต้น้อยไปแล้ว . ยิ่งหลังจากกวาดล้างพวกสำนักไตรสุริยันฟ้าดิน ไม่เพียงได้เลื่อนขั้น อิทธิพลของเขาในเมืองหลวงยังค่อย ๆ แผ่ขยายไปทั่ว จึงได้เวลาของธุรกิจใหม่ที่จะสร้างรายได้เป็นกอบเป็นกำ สิ่งที่เรียกว่า ‘ป้ายสงบสุข’ ซึ่งหวังทงนำเสนอขายนี้ หากไม่รีบซื้อหาไว้ . แล้วการค้าของพวกท่านจะสงบสุขได้อย่างไร พวกท่านว่าจริงไหม!?,fantasy|action_adventure,Levon,/books/wang_tong_3.jpg,https://surl.li/srbnrp
หวังทง องครักษ์เสื้อแพร เล่ม 4,เท่อเปี๋ยไป๋,ออกจากเมืองหลวงได้ไม่เท่าไร ยังไปไม่ถึงสามกองกำลังพิทักษ์ประจำเมืองเทียนจิน หวังทงก็เกือบต้องเอาชีวิตมาทิ้งเสียแล้ว! แต่นี่อาจนับได้ว่าสวรรค์ประทานบททดสอบใหญ่ เพราะหลังจากผ่านสมรภูมิเลือดขนาดย่อม ๆ ก็เท่ากับเขาได้ก้าวหน้าขึ้นอีกขั้น งานนี้ไม่ว่าผู้อยู่เบื้องหลังจะเป็นใคร เขาต้องลากตัวออกมารับผิดชอบให้จงได้! ...ยากนักกว่าจะมาถึงเมืองเทียนจิน ได้ยินว่าเป็นสถานที่ที่ไม่เลว แต่สภาพองครักษ์เสื้อแพรที่เห็นนี้มันคืออะไรกัน ไหนจะพวกขุนนางท้องที่ที่โอหังวางก้ามฉ้อฉลโกงกินจนพุงกางเหล่านั้นอีก หากไม่ปฏิวัติเมืองนี้เสียใหม่ ก็ผิดหลักการประจำตัวหวังทงแล้ว!!,fantasy|action_adventure,Levon,/books/wang_tong_4.jpg,https://surl.li/bjnapc
หวังทง องครักษ์เสื้อแพร เล่ม 5,เท่อเปี๋ยไป๋,เมืองเทียนจินไม่ได้กว้างใหญ่ แต่กลับเป็นบ่อเงินบ่อทองที่คนนอกไม่อาจแตะต้อง นายกองพันหวังทงที่เพิ่งมาใหม่แน่นอนว่าย่อมเป็นคนนอก หากแผ่นดินนี้ทั้งหมดเป็นของฮ่องเต้ และหวังทงก็เป็นคนใกล้ชิดของพระองค์ จึงมิผิดที่จะรวบบ่อเงินบ่อทองเหล่านี้มาแล้วส่งมอบให้ถึงมือฝ่าบาทด้วยตัวเอง  หวังทงไม่เพียงต้องฟาดฟันชิงไหวพริบกับคนของทางการด้วยกัน ยังต้องปะทะกับ ‘นาวาสุคนธ์’ ที่มีสมาชิกหลายพันคน!  เรื่องใช้กำลังหรือแม้แต่การฆ่าฟันเขาไม่เคยครั่นคร้าม แต่ถึงตอนนี้ก็ไม่รู้ว่ามีฎีการ้องเรียนเขาส่งไปเมืองหลวงเท่าไรแล้ว ราชสำนักอยู่ในมือมหาอำมาตย์มาแต่ไหนแต่ไร  ฮ่องเต้เองก็กำลังเผชิญศึกหนักอยู่ทุกวัน มิรู้ว่าจะปกป้องเขาไปได้ถึงขั้นไหน…,fantasy|action_adventure,Levon,/books/wang_tong_5.jpg,https://surl.lu/czvtbw
หวังทง องครักษ์เสื้อแพร เล่ม 6,เท่อเปี๋ยไป๋,ปราบพวกขุนนางชั่วโค่นได้ เทียนจินก็ยังเจริญรุ่งเรืองดังเช่นทองทะเลอัน หวังการทำงานหนักอย่างนี้ กว่าที่เมืองหลวงกลับคืนเข้าไปก็ช้าสองปี แล้วตำแหน่งการเหมืองหวังก็ไปนั้น คือเอาความสุขทุกปลักให้มาแล้ว หมายถึงหวังก็จากลงไป ตัวเองก็ก้าวขึ้นเป็นขุนนางคนสนิทแทน เป็นไปได้หรือไม่ว่าตำแหน่งหวังก็ใกล้จะมือของสิงคอนไปเสียแล้ว...  ที่เทียนจิน ขุนนางชดใหม่ถูกส่งมา หวังก็อุดสำหลวงทดลองก้าวล่างแทบตาย กลับกลายเป็นเข้าทางพวกผู้มีอำนาจใหญ่ในราชสำนักเสียได้ เพราะแต่ละคนที่มาล้วนเป็นเส้นสายชาววังจึงไม่ก็ฝีมือเปล่า หมายมันเป็นมือขวาจับผิดเขาโดยเฉพาะ หนำซ้ำอ่อนด้อยกับได้ชอบอย่างผิดวิสัย ก็ให้รู้กันไปว่าคนอย่างหวังก็จะเผยจุดอ่อนอะไรให้จับได้หรือไม่!,fantasy|action_adventure,Levon,/books/wang_tong_6.jpg,https://surl.li/gaximd
หวังทง องครักษ์เสื้อแพร เล่ม 7,เท่อเปี๋ยไป๋,เทียนจินที่เจริญรุ่งเรืองเป็นดั่งกองเพชรนิลจินดา ย่อมล่อหูล่อตาพวกโจร จริงอยู่ว่าหวังทงมีชื่อเสียงในด้านการค้าขายเป็นที่ประจักษ์ แต่การรับมือกับภัยทางทะเลนั้นเขายังเป็นมือใหม่อยู่มาก พวกโจรสลัดและพวกวอโค่วย่อมคิดเช่นนี้ จึงไม่เห็นกองกำลังและป้อมปืนใหญ่ทั้งหลายในสายตา ยกทัพมาปล้นชิง!  …จากเหตุการณ์นี้ก็ทำให้หวังทงบังเกิดความคิดขึ้นอีกครั้ง จึงริเริ่มกิจการที่จะช่วยรับรองความปลอดภัยให้บรรดาร้านค้าทั้งหลาย ซึ่งหากเป็นในโลกก่อนของหวังทง นั่นก็คือ ‘บริษัทประกันภัย’ นั่นเอง,fantasy|action_adventure,Levon,/books/wang_tong_7.jpg,https://surl.li/ezrnbu
หวังทง องครักษ์เสื้อแพร เล่ม 8,เท่อเปี๋ยไป๋,การฝึกซ้อมรบที่นอกด่าน หวังทงกลับมาพร้อมความชอบใหญ่ หากสิ่งสำคัญกว่านั้นคือได้เปิดเส้นทางการค้าสายใหม่ สร้างกำไรเป็นกอบเป็นกำยิ่งกว่าเดิม  แต่เมื่อมีคนได้กำไรมากขึ้นก็ย่อมต้องมีคนขาดทุนมากขึ้นเช่นกัน ดูเหมือนหวังทงจะไปล้ำเส้นขีดจำกัดของใครบางคนเข้าเสียแล้ว ความแค้นที่ถูกตัดช่องทางหาเงินคือความแค้นที่ไม่อาจอยู่ร่วมโลก แม้ไม่ใช่ครั้งแรกที่หวังทงถูก ‘ลอบสังหาร’ แต่หนนี้ที่แตกต่าง คือต่อให้รู้ตัวผู้อยู่เบื้องหลังแล้ว ทว่าเขากลับมาอะไรไม่ได้ ที่แท้หวังทงไปเตะเอาตอแบบไหนเข้ากันแน่!,fantasy|action_adventure,Levon,/books/wang_tong_8.jpg,https://surl.li/huiijx
หวังทง องครักษ์เสื้อแพร เล่ม 9,เท่อเปี๋ยไป๋,ขุนพลคนหนึ่งของเผ่าอัลตันก่อกบฏ นำกำลังแยกตัวออกไป ย่อมไม่นับเป็นเผ่าอัลตันอีก เท่ากับว่าสัญญาสงบศึกระหว่างต้าหมิงกับอัลตันไม่เป็นผลกับทัพกบฏกลุ่มนี้ กรมทหารต้องการตัดกำลังเผ่าที่ยิ่งใหญ่ที่สุดแห่งท้องทุ่งหญ้า มีหรือจะยอมพลาดโอกาสทอง  วาจาพาทีมีหลักการ ปณิธานทหารยอมพลีชีพเพื่อแผ่นดิน คำพูดสวยหรูพวกนั้น อันที่จริงก็แค่ต้องการใช้กองกำลังหู่เวยเป็น ‘เหยื่อล่อ’ พวกอั๋นต๋านับหมื่น ต่อให้หวังทงเตรียมการมาพร้อมเพียงใด มีปณิธานแน่วแน่แค่ไหน ก็ไม่รู้จริง ๆ ว่าจะยื้อเวลาได้ถึงเมื่อไร  นับประสาอันใดกับหากจบศึกนี้แล้วฝ่ายตนยังมีลมหายใจอยู่ได้ ผลงานในสนามรบทั้งหมดก็ตกอยู่แค่ในมือแม่ทัพชีแห่งจี้โจวเท่านั้นเอง!,fantasy|action_adventure,Levon,/books/wang_tong_9.jpg,https://url.in.th/qufGM
หวังทง องครักษ์เสื้อแพร เล่ม 10,เท่อเปี๋ยไป๋,ชาตินี้ต้องตายเพราะโรคร้าย ทั้งๆ ที่กำลังประสบความสำเร็จในธุรกิจ! เขาไม่ยอม!! ชาติหน้าเขาจะต้องมีชีวิตที่รุ่งโรจน์กว่าผู้ใด…หวังทงย้อนเวลามาเกิดใหม่ในราชวงศ์หมิงพร้อมความทรงจำของมนุษย์ทำงานในศตวรรษที่ 21 และก็เป็นยุคสุดท้ายแห่งความรุ่งโรจน์ของราชวงศ์หมิงหวังทงในฐานะ ‘องครักษ์เสื้อแพร’ จะนำความรู้สมัยใหม่ไปทำอะไรได้บ้าง นำไปสู่การเปลี่ยนแปลงอะไรในประวัติศาสตร์,fantasy|action_adventure,Levon,/books/wang_tong_10.jpg,https://url.in.th/SzMRO
หวังทง องครักษ์เสื้อแพร เล่ม 11,เท่อเปี๋ยไป๋,"""จางจวีจิ้ง"" จากไป คณะเสนาบดีใหญ่ไม่เหมือนเดิม ราชสำนักทั้งนอกและในก็ไม่เหมือนเดิม อำนาจค่อย ๆ คืนสู่มือโอรสสวรรค์ ด้วยเหตุนี้จึงมีราชโองการจากฮ่องเต้เรียกตัว ""หวังทง"" กลับเมืองหลวง รับตำแหน่งรองผู้บัญชาการสำนักองครักษ์เสื้อแพรอย่างเป็นทางการ ตำแหน่งนี้ออกจะต่ำไปสักหน่อยเมื่อเทียบกับความดีความชอบในคืนนั้น แต่ต่อให้เป็นเช่นนี้แล้ว เหล่าขุนนางราชสำนักก็ยังตั้งแง่ บอกว่าเขาไม่คู่ควร!",fantasy|action_adventure,Levon,/books/wang_tong_11.jpg,https://url.in.th/HFcbG
หวังทง องครักษ์เสื้อแพร เล่ม 12,เท่อเปี๋ยไป๋,คำพูดฝากฝังจากชีจี้กวง แม่ทัพใหญ่ผู้เป็นตำนาน จำเพาะมอบให้หวังทง  เขาจะไม่สนใจก็ย่อมได้ อันที่จริงควรต้องทำแบบนั้นด้วยซ้ำ แต่ไม่อาจปฏิเสธว่ามันช่างก่อกวนและยั่วยวนใจในเวลาเดียวกัน  โอกาสทองที่จะรบกับพวกอั๋นต๋า ตัดภัยใหญ่ทุ่งหญ้านอกด่านให้สิ้นซาก เพื่อราษฎรแผ่นดินต้าหมิงจะได้สงบสุขไปอีกหลายร้อยปี… เดิมพันนี้มูลค่าสูงยิ่ง หวังทงเองก็มั่นใจเหมือนกับที่ชีจี้กวงมั่นใจ ว่าถ้าเป็นตนละก็ ต้องเป็นฝ่ายชนะเดิมพันแน่นอน!  ทว่าทุกเรื่องที่หวังทงมีส่วนเกี่ยวข้องเป็นต้องถูกระงับยับยั้ง  ดูเหมือนไม่ว่าคณะเสนาบดีใหญ่จะผลัดเปลี่ยนไปกี่รุ่น เขาก็ยังคงเป็น ‘ขุนนางชั่ว’ ในสายตาใครต่อใครอยู่ดีสิน่า,fantasy|action_adventure,Levon,/books/wang_tong_12.jpg,https://url.in.th/SzMZu
