title,author,description,categories,publisher,cover_image,store_url
หวังทง องครักษ์เสื้อแพร เล่ม 13,เท่อเปี๋ยไป๋,หลายครั้งที่หวังทงนำทัพออกรบบนทุ่งหญ้านอกด่าน แต่ไม่เคยมีครั้งใดจะได้รับชัยอย่างดงามสมบูรณ์แบบ เท่ากับการพิชิตเมืองกุยฮว่าเฉิง และล้างบางพวกเผ่าอัลตัน  ทว่าหนทางยาวไกล การข่าวถูกตัดขาดมาหลายเดือน ทำให้เมืองหลวงมีข่าวลือแพร่ไปต่าง ๆ นานา แน่นอนว่าล้วนโจมตีหวังทง กระนั้นฮ่องเต้ว่านลี่ก็เชื่อมั่นในขุนนางควบพระสหายคนสนิทที่สุดของตน  แต่ใครเลยจะคาดถึงว่าเมื่อหวังทงนำความยิ่งใหญ่กลับแผ่นดินหมิง ทูลเกล้าความสำเร็จนี้ กลายเป็นทำให้ฮ่องเต้สั่นคลอนใจเสียแทน! บำเหน็จรางวัลมากมายที่ประทานให้ แม้กระทั่ง ‘สมรสพระราชทาน’ ใช่เป็นน้ำใจและการแสดงออกซึ่งความปรารถนาดีต่อหวังทงจริงหรือ…,fantasy|action_adventure,Levon,/books/wang_tong_13.jpg,https://url.in.th/hBAhB
หวังทง องครักษ์เสื้อแพร เล่ม 14,เท่อเปี๋ยไป๋,แดนใต้ได้ชื่อว่าแดนสวรรค์ ทิวทัศน์งดงาม บ้านเมืองเจริญรุ่งเรือง ร่ำรวยเงินทอง แต่หลายเมืองในเขตปกครองใต้ราวกับไม่ได้อยู่บนแผ่นดินต้าหมิงอย่างไรอย่างนั้น เพราะหลายครั้งที่กฎหมายมิอาจบังคับใช้กับคนในพื้นที่นี้ ภาษีมหาศาล หากไม่อาจเก็บเข้าคลังหลวง ขุนนางทางการถูกกด ฮ่องเต้ก็จนปัญญา จึงเป็นอีกครั้งที่หวังทงต้องรับสนองราชโองการลงใต้ไป ‘ดู ๆ’ สักหน่อย  เมื่อได้ยินว่าหวังทงผู้นั้นจะมา ผู้ยิ่งใหญ่ในแดนใต้จึงมารวมตัว นำโดย ‘ตระกูลสวี’ แห่งซงเจียง แม้พวกเขามีชนักติดหลังเรื่องยึดครองที่ดินชาวบ้าน ทว่ากระทั่งอดีตมหาอำมาตย์จางจวีเจิ้งก็ยังแตะต้องพวกตนไม่ได้ ข่าวสมรสพระราชทานอันน่าหัวเราะนั่น ไหนจะการที่หวังทงลงใต้มาทำงานทันที แสดงให้เห็นแล้วว่าฮ่องเต้ต้องการกำราบคน หวังทงในแดนใต้ยังจะเป็นตัวอะไรได้เล่า!,fantasy|action_adventure,Levon,/books/wang_tong_14.jpg,https://url.in.th/bVeEE
หวังทง องครักษ์เสื้อแพร เล่ม 15,เท่อเปี๋ยไป๋,เรื่องในครอบครัวฮ่องเต้คือเรื่องของใต้หล้า แค่รักลูกคนหนึ่งมากกว่าอีกคน กลับก่อเกิดเสียงวิพากษ์วิจารณ์ไปทั่ว ในวังแบ่งฝักฝ่าย นอกวังขุนนางบัณฑิตรวมหัวกันถวายฎีกา กดดันให้ฮ่องเต้ต้องแต่งตั้งโอรสองค์โตเป็นรัชทายาทเท่านั้น!  ฮ่องเต้ว่านลี่มีหรือจะไม่รู้ว่าเบื้องหลังการถือกำเนิดของลูกชายคนนี้คือผู้ใด นี่ถ้าหากหวังทงยังอยู่เมืองหลวง สถานการณ์คงไม่เลยเถิดจนถึงขั้นนี้ แต่จะทำอย่างไรได้ เป็นฮ่องเต้เองมิใช่หรือที่ผลักไสไล่ส่งหวังทงแบบอ้อม ๆ ยังมิพูดถึงว่าตอนนี้หวังทงอยู่ไกลถึงเมืองกุยฮว่าเฉิงอีกด้วย ต่อให้เขายินดีกลับมาช่วย แต่สถานการณ์เรื่องการแต่งตั้งรัชทายาทนี้ ใช่ว่าจะมีที่ให้ขุนนางบู๊อย่างเขายื่นมือเข้ามาแทรกแซงได้,fantasy|action_adventure,Levon,/books/wang_tong_15.jpg,https://url.in.th/vDzAV
หวังทง องครักษ์เสื้อแพร เล่ม 16,เท่อเปี๋ยไป๋,เมื่อหวังทงมีชัยชนะใหญ่หลายต่อหลายครั้ง ทำให้เมืองเหลียวโจวไม่อาจนิ่งเฉย ต้องหาทางสร้างผลงานทางการทหารที่สูสีทัดเทียม สมกับที่สูบเสบียงและงบประมาณจากราชสำนักไปทุกปี ๆ เรื่อง ‘เลี้ยงโจรเพื่อตน’ จึงไม่อาจทำได้อีกต่อไป ได้เวลากำจัดโจรแล้ว  สำหรับตระกูลหลี่แห่งเหลียวโจว ‘เผ่าหนี่ว์เจิน’ คือโจรที่แอบเลี้ยงไว้ใช้ประโยชน์ สำหรับแผ่นดินต้าหมิง ‘เผ่าหนี่ว์เจิน’ เป็นดั่งมดแมลง จึงไม่มีใครคาดคิดว่าเมืองเหลียวโจวจะถึงกับพลาดพลั้งให้พวกป่าเถื่อนกลุ่มนี้ แต่หวังทงกลับไม่แปลกใจ เพราะช่วงเวลานี้เขาเป็นเพียงคนเดียวที่รู้ว่า… ในอนาคตเผ่าหนี่ว์เจินจะกลายเป็นราชวงศ์ใหม่แทนที่ราชวงศ์หมิง!  โอกาสมาอยู่ตรงหน้าแล้ว หวังทงจะลองท้าทาย เปลี่ยนแปลงประวัติศาสตร์ดูสักตั้ง!!,fantasy|action_adventure,Levon,/books/wang_tong_16.jpg,https://url.in.th/ubllP
หวังทง องครักษ์เสื้อแพร เล่ม 17,เท่อเปี๋ยไป๋,ทัพใหญ่ปราบตะวันออกเสร็จสิ้น ความดีความชอบมหาศาลระดับนี้ ใต้หล้าล้วนจับตามองว่าหวังทงจะได้รับอะไรเป็นรางวัล  …เพื่อไม่ให้ใครบางคนต้องลำบากใจ และเพื่อความปลอดภัยของตน หวังทงจึงขอ ‘อำลาตำแหน่ง’ พาครอบครัว ‘หนี’ ออกจากเมืองหลวงเสียเลย เมืองซงเจียงแดนใต้จึงกลายมาเป็นบ้านหลังใหม่ของตระกูลหวัง  บัดนี้ไม่มีข้าศึกศัตรูชายแดนใดให้หวังทงไปพิชิตอีกแล้ว ก็ได้แต่ทำการค้าพัฒนาเมืองไปดีๆ ให้ที่นี่เจริญรุ่งเรืองเหมือนเทียนจิน แต่สวรรค์คงไม่อยากเห็นหวังทงอยู่อย่างเรียบๆ ง่ายๆ จึงนำความท้าทายใส่มือเขาอีกครั้ง เมื่อมีคนมาขอให้เขาช่วยแก้เเค้น  “หากกั๋วกงไม่รับปากจัดการคดีหลายหมื่นชีวิตที่หลี่ว์ซ่ง ข้าน้อยไม่ขอลุกขึ้น!”,fantasy|action_adventure,Levon,/books/wang_tong_17.jpg,https://url.in.th/xGahn
หวังทง องครักษ์เสื้อแพร เล่ม 18,เท่อเปี๋ยไป๋,ในความคิดของแผ่นดินหมิง โจรสลัดวอโค่วไม่ได้น่ากลัวอะไร เป็นเกาหลีไม่ได้เรื่องเองจึงถูกพวกนั้นบุกตีมาได้ ตระกูลหลี่ที่อำนาจถูกลดทอนลงเห็นว่าควรอาศัยโอกาสมากอบกู้ตระกูล จึงได้ส่งทัพม้าห้าพันบุกเข้าเกาหลีไปก่อน แต่แล้วพอไปถึงเมืองพย็องยาง (เปียงยาง) กลับพลาดท่า ถูกทัพโจรสลัดวอโค่วล้อมตี เหลือรอดกลับมาเพียงไม่กี่คนเท่านั้น  การพ่ายศึกในครั้งนี้ทำให้ตระกูลหลี่ขายหน้ามาก สุดท้ายจึงกลายเป็นหวังทงที่ได้นำทัพใหญ่ออกศึก ทว่าการเตรียมทัพต้องใช้เวลา โดยเฉพาะการวางแผนเรื่องเสบียงต้องละเอียดรอบคอบ อดีตผู้บัญชาการเหลียวโจวหลี่เฉิงเหลียงยังคงไม่ยอมแพ้ แม้หวังทงเป็นแม่ทัพใหญ่ แต่เขาก็ลอบออกคำสั่งให้หลี่หรูซงบุตรชายคนโต และหลี่หรูป๋อบุตรชายคนรอง นำทัพตระกูลหลี่ล่วงหน้าเข้าเกาหลีไปก่อน ขอเพียงรบชนะได้ก่อนทัพใหญ่ของหวังทง ความดีความชอบก็จะกลับมาอยู่ในมือตระกูลหลี่  ทัพของตระกูลหลี่สามารถแก้มือ ยึดเมืองพยองยางมาได้ และใช้เป็นที่ตั้งทัพหน้ากองกำลังต้าหมิง หลี่หรูซงคิดจะปักหลักรอทัพใหญ่ตรงนี้ แต่บิดาของเขาส่งจดหมายมาสั่งให้บุกขึ้นหน้าต่อไป ยึดเมืองฮันยาง (โซล) มาให้ได้ แม้ว่าหลี่หรูซงจะไม่เห็นด้วย แต่ก็ต้องทำตามที่บิดาผู้ชราสั่ง เพราะไม่อยากเป็นบุตรอกตัญญู ลงท้ายทัพตระกูลหลี่ก็เกือบสูญสิ้นเมื่อต้องเผชิญกับกองรบของโคบายากาว่า ทาคากาเกะ ซึ่งมีจำนวนมากกว่าหลายเท่า ศึกนี้ทำให้ขวัญกำลังใจฝ่ายญี่ปุ่นเพิ่มพูน,fantasy|action_adventure,Levon,/books/wang_tong_18.jpg,https://url.in.th/foQQI
เพอร์ซีย์ แจ็กสัน กับ สายฟ้าที่หายไป (ปกใหม่),Rick Riordan,‘สายฟ้าแห่งซุส’ ถูกมือดีขโมยไป มหาเทพทั้งสามซึ่งต่างก็คานอำนาจกันอยู่ในทีต่างกล่าวหาอีกฝ่ายว่าเป็นตัวการ ร่ำๆ จะบานปลายเป็นสงครามสามทัพ ถึงคราว ‘เพอร์ซีย์ แจ็กสัน’ ต้องตามเอาสายฟ้าที่หายไปกลับคืน เพื่อยุติข้อบาดหมางระหว่างท้องฟ้า มหาสมุทร และนรกใต้พิภพ ก่อนที่โลกจะถูกใช้เป็นสังเวียนให้พี่น้องทะเลาะกันชนิดฟ้าถล่มดินทลาย ภารกิจการเดินทางจากฝั่งหนึ่งข้ามไปยังอีกฝั่งของสหรัฐอเมริกาดูจะไม่ใช่เรื่องที่เด็กชายอายุเพียงสิบสองปีที่เพิ่งค้นพบว่าตนเป็นมนุษย์กึ่งเทพได้ไม่นาน แถมยังไม่ทันปรับตัวนั้นจะทำมันสำเร็จลุล่วงได้โดยง่าย ไหนจะเป็นที่เกลียดชังของเหล่าเทพและปีศาจเพราะกำเนิดของตน ไหนจะถูกอสุรกายดุร้ายในรูปลักษณ์อันยากจะมองออกคอยขัดขวาง ภายในระยะเวลาอันกระชั้น เพอร์ซีย์จะนำสายฟ้ากลับคืนสู่ยอดเขาโอลิมปัสบนชั้น 600 ของตึกเอ็มไพร์สเตท (!?) สำเร็จและทันการณ์หรือไม่ นี่คือภารกิจแรกสู่หนทางแห่งวีรบุรุษของเด็กชาย,fantasy|action_adventure,เอ็นเธอร์บุ๊คส์,/books/percy_jackson_1.jpg,https://url.in.th/lYtgi
เพอร์ซีย์ แจ็กสัน กับ อาถรรพ์ทะเลปีศาจ (ปกใหม่),Rick Riordan,ฤดูร้อนที่แล้ว 'เพอร์ซีย์' ค้นพบความจริงอันน่าตกใจเกี่ยวกับกำเนิดของตัวเอง และได้ออกปฏิบัติภารกิจจนเกือบเอาชีวิตไม่รอด แต่เขาก็ทำสำเร็จ...สามารถกลับมาใช้ชีวิตอย่างมนุษย์อีกครั้ง เปิดภาคเรียนใหม่กับโรงเรียนใหม่ เขาได้เพื่อนเป็นเด็กตัวยักษ์จอมทึ่ม ซึ่งดูแล้วออกจะพิเศษเกินเด็กธรรมดาไปสักหน่อย นอกจากนี้เขายังฝันถึง 'โกรเวอร์' แต่เป็นฝันที่พิลึกกึกกือ...เพื่อนแพะของเขากำลังจะเป็นเจ้าสาว!? ส่วน 'แอนนาเบ็ธ' ก็มาหาเขาพร้อมข่าวร้าย เมื่อค่ายฮาล์ฟบลัดเผชิญกับปัญหาใหญ่ เขตแดนเวทมนตร์ของค่ายกำลังจะสลายลง แถม 'ไครอน' ยังมาถูกไล่ออกอีก เขาจึงต้องออกเดินทางอีกครั้งเพื่อกอบกู้ค่ายให้พ้นจากหายนะ มุ่งหน้าสู่ทะเลปีศาจ ตามหาขนแกะทองคำในตำนาน ตลอดจนต้องชิงตัวเจ้าสาวคืนมาจากยักษ์ไซคลอปส์ดุร้าย ถึงเขาจัเป็นบุตรแห่งจ้าวสมุทร...แต่ก็อดประหวั่นต่อการเดินทางครั้งนี้ไม่ได้ ก็ทะเลที่เขากำลังมุ่งหน้าไปมันคือสามเหลี่ยมเบอร์มิวดา...ดินแดนอาถรรพ์ที่มนุษย์ทั่วโลกต่างขนานนามเชียวนะ!,fantasy|action_adventure,เอ็นเธอร์บุ๊คส์,/books/percy_jackson_2.jpg,https://url.in.th/hOXKw
เพอร์ซีย์ แจ็กสัน กับคำสาปแห่งไททัน (ปกใหม่),Rick Riordan,สงครามครั้งใหญ่ระหว่างเทพโอลิมปัสกับเหล่ายักษ์ไททันกำลังจะอุบัติขึ้นอีกครั้งในศตวรรษที่ 21 โครนอสเพียงรอเวลาให้พละกำลังฟื้นฟู และซ่องสุมกองพลเตรียมโรมรัน ค่ายฮาล์ฟบลัดในฐานะที่เป็นสถานของลูกหลานเทพจึงต้องรีบรวบรวมสมัครพรรคพวกเช่นกัน เมื่อโกรเวอร์ค้นเจอมนุษย์กึ่งเทพสองพี่น้อง แต่ไม่สามารถพาออกมาได้ เพอร์ซีย์ เลยต้องออกไปรับด้วยตนเอง ทว่านี่กลับเป็นกับดัก! กว่าจะรู้ตัวเขาก็เสียคนสำคัญให้ศัตรูไปเสียแล้ว การเดินทางหนนี้เพอร์ซีย์ต้องจับมือกับเหล่าพรานแห่งอาร์เทมีส... กลุ่มเด็กหญิงที่ตัดขาดตัวเองจากโลกภายนอกและสุดแสนจะเกลียดชังผู้ชาย... ในการออกตามหาเทพีซึ่งสาบสูญ เพื่อให้การประชุมสภาโอลิมปัสสามารถมีขึ้นได้ ตลอดจนหาตัวอสุรกายลึกลับผู้กำหนดทิศทางของสงครามให้พบ ก่อนมันจะตกไปอยู่ในมือของโครนอส และทำให้เขาทรงพลังมากกว่าเดิม เหนืออื่นใด คำพยากรณ์ที่ว่า... พวกเลือดผสมที่เกิดจากหนึ่งในสามเทพผู้ยิ่งใหญ่จะทำการตัดสินใจอันอาจนำมาซึ่งการล่มสลายของยุคแห่งเทพ.. .ยังเป็นสิ่งรบกวนจิตใจของเพอร์ซีย์อย่างที่สุด,fantasy|action_adventure,เอ็นเธอร์บุ๊คส์,/books/percy_jackson_3.jpg,https://url.in.th/fVeIC
เพอร์ซีย์ แจ็กสัน กับ ปริศนาเขาวงกต (ปกใหม่),Rick Riordan,นับวันจ้าวแห่งยักษ์ไททันโครนอสยิ่งเข้มแข็ง คงอีกไม่นานที่เขาจะผงาดขึ้นอย่างสมบูรณ์ หากการจะท้าทายโอลิมปัส โครนอสต้องขจัดเสี้ยนหนามที่เป็นมากกว่าความรำคาญเสียก่อน นั่นคือค่ายฮาล์ฟบลัด แม้จะมั่นใจว่าเขตแดนของค่ายแน่นหนา แต่ถ้าเป็นการเจาะเข้ามาจากภายในล่ะ? นี่คือแผนการครั้งใหม่ของศัตรูเมื่อล่วงรู้ถึงการมีอยู่ของเขาวงกตใต้ดินซึ่งมีโครงข่ายโยงใยไปทั่ว รวมถึงใจกลางค่ายฮาล์ฟบลัด ทว่าเขาวงกตมีความคิดของมันเอง อีกทั้งเปลี่ยนแปลงตลอดเวลา หากปราศจากการนำร่องก็เป็นไปไม่ได้ที่จะไปยังจุดหมายใดๆ มีเพียงเดดาลัสผู้สร้างเขาวงกตเท่านั้นที่รู้วิธี เพอร์ซีย์ต้องยับยั้งไม่ให้เขาเข้ากับศัตรู เด็กชายและเพื่อนๆ ต้องหาห้องทำงานของมหาสถาปนิกให้พบก่อนอีกฝ่าย เท่ากับพวกเขาต้องลงไปในทางวกวนอันเป็นคลังเก็บกับดักและอสุรกายโดยไม่มีวิธีนำร่อง เขาวงกตแห่งเดดาลัส... สถานที่ที่คนซึ่งพลัดเข้าไปในนั้นถ้าไม่ตายก็ไม่พ้นกลายเป็นบ้า!,fantasy|action_adventure,เอ็นเธอร์บุ๊คส์,/books/percy_jackson_4.jpg,https://url.in.th/phiMo
เพอร์ซีย์ แจ็กสัน กับเทพองค์สุดท้าย (ปกใหม่),Rick Riordan,‘การเตรียมความพร้อม’ ของโครนอสต่อการหวนคืนสู่อำนาจได้บังเกิดเป็นผลสำเร็จแล้ว ด้วยความไม่คาดหมายของทุกผู้คน ทำลายความหวังที่จะได้ ‘เพื่อน’ คนเดิมคืนมาลงหมดสิ้น สงครามอุบัติ จ้าวแห่งยักษ์ไททันผู้ควบคุมกาลเวลาออกนำทัพเอง ร่วมด้วยอสุรกายมากมาย ยักษ์ไททันตนอื่นๆ และเหล่ามนุษย์กึ่งเทพแปรพักตร์ ขณะที่ด้านเทพโอลิมเปียนมีเพียงชาวค่ายฮาล์ฟบลัดเท่านั้นเป็นขุมกำลังหลัก ซึ่งก็นับว่าน้อยนิดและอ่อนแอเสียเหลือเกิน สภาวการณ์ด้อยกว่าเป็นทุน ยังจะมี ‘สปาย’ คอยให้ข่าวความเคลื่อนไหวแก่ศัตรูอีก ท่ามกลางเพื่อนพ้องที่ร่วมฟันฝ่ามาด้วยกัน ใครนะคือคนทรยศผู้นั้น นี่คือศึกสุดท้ายของเพอร์ซีย์ แจ็กสัน เดิมพันด้วยการล่มสลายของอารยธรรม วันแห่งคำพยากรณ์บทใหญ่... เด็กชายจะเป็นผู้พิทักษ์หรือทำลายโอลิมปัส... กำลังจะมาถึงในอีกไม่ช้า,fantasy|action_adventure,เอ็นเธอร์บุ๊คส์,/books/percy_jackson_5.jpg,https://url.in.th/tWecd
เชอร์ล็อกโฮล์มส์ 1 แรงพยาบาท(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,การพบกันของครั้งแรกของเชอร์ล็อก โฮล์มส์ และหมอวัตสัน ตัวเอกของเรื่อง  เมื่อหมอวัตสันได้พบว่าโฮล์มส์เป็นนักสืบที่ปรึกษา  ทำงานร่วมกับตำรวจนักสืบเพื่อช่วยงานราชการ  และขณะเดียวกันก็รับจ้างบุคคลอื่นๆสืบสวนเรื่องต่างๆ  ทั้งสองร่วมสืบคดีแรกที่เกี่ยวข้องกับศพของชายคนหนึ่งซึ่งถูกพบในบ้านร้าง  โดยมีคำว่า RACHE เขียนด้วยเลือดบนกำแพงข้างศพ  .  แรงพยาบาท เป็นวรรณกรรมสืบสวนเรื่องยาวเรื่องแรกของเซอร์อาเทอร์ โคแนน ดอยล์  ซึ่งมีกลวิธีในเล่าเรื่องที่น่าสนใจ  โดยผู้อ่านจะได้สัมผัสบรรยากาศที่น่าตื่นตื่นใจ  และรับรู้ถึงความฉลาดหลักแหลมของเชอร์ล็อก โฮล์มส์  ผ่านสายตาของหมอวัตสันเป็นครั้งแรก,mystery_thriller,words publishing,/books/sherlock_holmes_1.jpg,https://url.in.th/WFfrF
เชอร์ล็อกโฮล์มส์ 2 จัตวาลักษณ์(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,คำมั่นสัญญาลับของอดีตนักโทษสี่คน  และประวัติศาสตร์การเมืองของอินเดียที่เชอร์ล็อก โฮล์มส์  ได้ทำการสืบสวนและวางอุบายเพื่อจับตัวคนร้าย  เป็นปริศนาซ้อนปริศนาที่มีแต่โฮล์มส์เท่านั้นที่สามารถคลี่คลายได้  .  จัตวาลักษณ์ คือส่วนผสมอันโลดโผนที่ลงตัวระหว่างความลึกลับ  การวางกลอุบาย และตัวละครที่น่าจดจำ  ด้วยพล็อตอันซับซ้อน เนื้อหาที่น่าติดตาม  และความมีเสน่ห์เหนือกาลเวลา  ทำให้หนังสือเล่มนี้เป็นสิ่งที่แฟนวรรณกรรมลึกลับและคลาสสิก  ห้ามพลาดด้วยประการทั้งปวง,mystery_thriller,words publishing,/books/sherlock_holmes_2.jpg,https://url.in.th/mmrYu
เชอร์ล็อกโฮล์มส์ 3 หมาผลาญตระกูล(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,เมื่อเซอร์ชาร์ลส์ บาสเกอร์วิลล์ ถูกพบเสียชีวิต  อยู่ในสวนบริเวณคฤหาสน์ของเขาในสภาพที่ดูเหมือนหัวใจวาย  แต่เพื่อนสนิทเชื่อว่าเป็นฝีมือของสัตว์ที่มีอำนาจเหนือธรรมชาติ  ซึ่งตามล้างตามผลาญคนในตระกูลนี้  เรื่องจึงร้อนมาถึงเชอร์ล็อก โฮล์มส์ ที่ถูกตามตัวมาไขปริศนาแสนลึกลับ  .  หมาผลาญตระกูล เป็นวรรณกรรมสืบสวนที่โดดเด่นในกระบวนวิธีบรรยายเรื่อง  และดำเนินเรื่องในฉากหลังซึ่งเปี่ยมไปด้วยบรรยากาศอันน่าจดจำ  นอกจากนั้นยังตีแผ่ความหวาดกลัวของมนุษย์  เมื่อต้องเผชิญหน้ากับสิ่งเร้นลับที่อยู่เหนือตรรกะทั้งปวง,mystery_thriller,words publishing,/books/sherlock_holmes_3.jpg,https://url.in.th/VwQCT
เชอร์ล็อกโฮล์มส์ 4 หุบเขาแห่งภัย(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,เมื่อมิสเตอร์ดักลาสแห่งคฤหาสน์เบิร์ลสโตนถูกฆาตกรรมอย่างน่าสยดสยอง  โดยมีรอยเลือดที่หน้าต่างราวกับบ่งชี้ว่าเป็นฝีมือของคนจากนอกคฤหาสน์  แต่พิรุธของภริยาและเพื่อนสนิทของผู้ตายทำให้เชอร์ล็อก โฮล์มส์ ต้องค้นหาความจริง  .  หุบเขาแห่งภัย คือเรื่องราวลึกลับน่าติดตามที่เผยให้เห็นสายใยแห่งอุบายและแรงจูงใจอันซับซ้อน  สำรวจประเด็นของความยุติธรรมและการลงทัณฑ์  ถักทอเข้าด้วยกันผ่านการเล่าเรื่องที่แยบยล  เหมาะสำหรับผู้แสวงหาประสบการณ์อันแปลกใหม่  และต้องการทดสอบสติปัญญาอย่างยิ่ง,mystery_thriller,words publishing,/books/sherlock_holmes_4.jpg,https://url.in.th/GwPMi
เชอร์ล็อกโฮล์มส์ 5 การผจญภัย(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,เรื่องสั้นเชอร์ล็อก โฮล์มส์ ชุดแรก ประกอบด้วยเรื่องสั้นทั้งหมด 12 เรื่อง  เรื่องที่มีชื่อเสียงเป็นที่รู้จักกันดี เช่น เหตุอื้อฉาวในโบฮีเมีย  บอกเล่าเรื่องราวของหญิงสาวที่ประทับอยู่ในความทรงจำของโฮล์มส์  สันนิบาตผมแดง หนึ่งในเรื่องสืบสวนที่สั้น กระชับ แต่เฉียมคมที่สุด  ห่วงแต้ม กับเรื่องราวความละโมบที่แฝงอยู่ในตัวมนุษย์,mystery_thriller,words publishing,/books/sherlock_holmes_5.jpg,https://url.in.th/XmVJZ
เชอร์ล็อกโฮล์มส์ 6 จดหมายเหตุ(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,รวมเรื่องสั้นที่มีประเด็นของคดีแปลกพิสดารน่าติดตามในแบบของเชอร์ล็อก โฮล์มส์  และเป็นครั้งแรกที่มีการเปิดตัวพี่ชายของเขาให้เป็นที่รู้จัก  นอกจากนั้น ในคดีสุดท้ายยังเป็นการเปิดเผยความลับของโฮล์มส์ที่มีกับศัตรูตัวฉกาจของเขา,mystery_thriller,words publishing,/books/sherlock_holmes_6.jpg,https://url.in.th/ixcyL
เชอร์ล็อกโฮล์มส์ 7 คืนชีพ(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,เหตุการณ์ซึ่งดำเนินต่อมาจากปัจฉิมปัญหา  ซึ่งเป็นเรื่องสั้นเรื่องสุดท้ายในชุดจดหมายเหตุ  โดยในครั้งนี้หมอวัตสันได้ค้นพบความจริงบางอย่างเกี่ยวกับสหายของเขา  ตัวละครเอกของเซอร์อาร์เทอร์ โคแนน ดอยล์  ได้กลับมามีชีวิตโลดแล่นในการสืบสวนคดีอีกครั้ง,mystery_thriller,words publishing,/books/sherlock_holmes_7.jpg,https://url.in.th/MeNHL
เชอร์ล็อกโฮล์มส์ 8 ลาโรง(ปกใหม่),เซอร์อาเทอร์ โคแนน ดอยล์,"รวมเรื่องสั้น 8 เรื่อง เช่น ""จอมบงการใจทมิฬ"" ""ตามพิฆาต"" ""วงแดง"" ""หีบศพต่อ""  .  เรื่องสั้นชุดนี้ เชอร์ล็อก โฮล์มส์ และวัตสัน จะได้พบกับคดีที่แปลกและท้าทาย  ทั้งเรื่องการปล่อยข่าวที่น่าตกใจ การลักพาตัว การขโมย และการทรยศหักหลัง  ซึ่งทุกคดีต่างท้าทายสติปัญญาอันไม่เหมือนใครของเชอร์ล็อก โฮล์มส์ อย่างแปลกใหม่",mystery_thriller,words publishing,/books/sherlock_holmes_8.jpg,https://url.in.th/UIaIG
